,RatingID,UserID,WineID,Rating,Rating_Pred_Tensor
196,19220550,1964785,171563,3.0,2.8209193
197,19220561,1912164,171177,4.0,2.843014
198,19837314,1716447,155014,3.0,2.0885017
199,19816948,1729350,133171,3.5,3.2609596
200,19382484,1303560,152976,4.0,3.0329251
201,15603555,1991400,102326,3.0,3.0259252
202,19830784,1046457,171177,3.0,2.0885017
203,19841520,1726087,139666,3.5,3.4483576
204,19381146,1647373,171177,3.0,3.0793009
205,19380500,1232891,119757,4.0,3.439162
206,15599538,1965262,149456,3.5,2.5578609
207,19356531,1201285,163384,4.0,4.141569
208,19353628,1553503,188790,5.0,3.7329361
209,19353812,1692839,163384,4.0,4.141569
210,18083667,1497824,163853,3.0,3.0376158
211,19998760,1809959,133243,5.0,1.9840566
212,20048362,1239178,149867,3.5,3.0785918
213,18084247,1246879,102318,3.5,2.9928238
214,19372414,1536839,171563,4.0,2.8209193
215,20057426,1419175,166280,5.0,4.0493164
216,20009730,1242891,122751,3.5,1.9366435
217,18162387,1355238,196447,2.5,2.5296686
218,19373812,1048052,171177,5.0,4.0876465
219,19373867,1048052,171563,5.0,4.109208
220,19855945,1308125,140540,4.0,2.4350789
221,19852665,1033248,118229,5.0,3.8643675
222,15470725,1673869,106148,4.0,3.1592288
223,20022993,1729400,151905,4.0,3.1321363
224,20024776,1620687,171177,3.0,2.915865
225,19386480,1434118,171563,3.0,2.9214587
226,19389772,1442077,161084,3.0,2.2662375
227,19895824,1509657,137825,4.0,2.5559797
228,15536023,1531776,102326,4.0,3.0259252
229,18078762,1420446,165471,4.0,4.0921516
230,18090113,1438797,172566,2.0,2.3050303
231,19915772,1454843,145475,3.5,2.405407
232,17999498,1529494,117823,4.0,2.2213812
233,19920718,1679262,186320,4.0,3.0471675
234,19363671,1797617,163640,4.0,2.842123
235,19883310,1469853,166846,1.0,2.0156224
236,19361501,1022518,131433,5.0,4.125414
237,19361743,1852113,104998,3.0,2.0885017
238,19936094,1930751,108697,3.0,3.0445004
239,17993108,1726168,127473,4.0,2.3238912
240,19608417,1790205,171177,3.5,3.0793009
241,19350491,1077756,163384,5.0,4.141569
242,19770975,1962558,137825,4.0,3.5910888
243,17975372,1710328,102318,3.0,2.8619123
244,19605870,1303462,143425,4.5,2.0914438
245,19606222,1419278,137825,4.0,3.5910888
246,19601665,1559200,139666,4.0,3.60422
247,17972524,1363587,117823,4.0,2.2213812
248,19620706,1683001,166043,3.0,2.6361275
249,19600403,1641247,155265,4.0,3.495942
250,18518061,1223183,104998,4.0,2.8355966
251,18517035,1323768,171177,3.0,2.915865
252,18516767,1323768,171563,3.0,2.8209193
253,19596418,1843140,109378,5.0,3.0604384
254,18515299,1869441,171177,3.0,3.6539578
255,19596159,1637714,160555,4.0,2.823654
256,19755695,1598875,148513,4.0,3.0234041
257,18509513,1083262,148513,5.0,4.058109
258,18509494,1039157,134090,4.0,3.178131
259,19750145,1392184,171177,4.0,2.0885017
260,17943139,1914823,169716,4.0,3.173532
261,18516537,1617313,166155,5.0,3.6484053
262,18517644,1737576,144805,4.5,3.4258966
263,17944492,1643724,105441,5.0,3.1579752
264,17944096,1824676,126576,4.0,3.1487513
265,18464025,1803138,144965,4.5,3.4273443
266,18463923,1526688,145944,3.0,3.0286674
267,11837930,1033118,127473,5.0,2.842123
268,19564119,1310413,102326,4.0,3.0259252
269,18454270,1951406,171563,4.0,3.4969046
270,18458538,1033482,144805,4.0,3.683184
271,19569564,1058690,162473,3.0,3.289301
272,17991027,1319640,102318,4.0,3.16627
273,17994036,1025014,186672,5.0,3.8945673
274,17990694,2009808,127610,4.0,2.3535836
275,19594142,1745649,118229,5.0,3.1321633
276,19593937,1816567,118229,4.0,2.8550615
277,18520886,1874945,177077,4.5,2.6693408
278,18493556,1518987,171177,4.0,2.3239567
279,18492608,1527804,129043,4.0,2.3238912
280,19568561,1304553,129943,4.0,2.9535055
281,19588470,1524592,146566,4.0,2.8817925
282,19587847,1017240,162464,5.0,4.052707
283,18521288,1484532,108368,4.0,3.7396476
284,16178695,1783364,154318,4.5,2.249578
285,18487334,1063784,184178,2.5,3.6619976
286,18494669,1309237,171177,3.5,2.5476046
287,19613143,1044631,118229,4.0,3.1321633
288,19613144,1323423,118229,4.0,2.0028362
289,18491333,2024037,171177,4.0,2.3239567
290,18491248,2024037,171563,4.0,2.2358253
291,18495402,1878112,171563,3.0,2.2358253
292,19618385,1697998,173418,3.5,2.8711543
293,19625565,1908576,194779,4.0,3.6486084
294,18146618,1998175,132133,4.0,3.044188
295,18492096,1228965,157719,3.5,2.3364232
296,18525085,1308850,119757,3.5,2.7665524
297,18151206,1163389,104998,4.0,2.3448322
298,18524656,1477763,127473,5.0,3.6484053
299,19573700,2019973,171177,4.0,3.4116127
300,11829469,1497550,100952,4.5,2.6646748
301,19572702,1303045,169716,3.5,2.5981927
302,19573139,1364964,171177,3.0,2.3239567
303,8653013,1020593,106367,4.0,2.852538
304,18150033,1987736,163384,3.0,3.0799277
305,18510962,1759752,171563,4.0,4.109208
306,18511154,1032700,163640,4.0,2.9243197
307,18123708,1253380,102318,2.0,2.0885017
308,15233740,1582845,141732,3.0,2.921894
309,19717233,1801747,154614,4.0,3.4160354
310,15249046,1901485,105573,4.0,3.66684
311,19705400,1228366,109938,1.0,3.301662
312,19716202,1869672,165072,3.0,2.0885017
313,19716037,1434288,165072,3.0,2.0885017
314,19693496,1509631,165544,3.0,2.0885017
315,19712545,1518987,102518,4.0,2.1936135
316,13348455,1058713,183715,3.5,2.0885017
317,19792704,1442075,100878,5.0,2.664675
318,18465866,1662599,171563,3.0,2.0365815
319,18473209,1927790,163640,4.0,3.6484053
320,19706432,1437847,142900,3.5,2.3486135
321,19704765,1233625,143425,3.5,3.0381796
322,19709201,1777573,104982,3.0,2.3725398
323,17983675,2024662,186831,4.0,2.0673153
324,18469090,1307615,109428,2.0,2.1378996
325,19696578,1018952,194779,4.0,4.144163
326,18482226,1883474,182482,5.0,2.0885017
327,19735670,1321665,148804,2.5,1.8364948
328,17973340,1663148,102318,2.5,3.16627
329,3247829,1016726,146581,4.0,3.1033537
330,19738581,2027085,139666,4.0,2.5743022
331,18242677,1257628,177077,4.0,3.2225628
332,13422096,1040403,142354,4.5,3.887689
333,18238679,1479094,184178,5.0,3.0535312
334,18238949,1717238,163640,3.5,3.6484053
335,13412444,1322620,166846,4.0,3.0471675
336,19700912,1925348,111150,4.0,2.852538
337,18238048,1758372,105752,4.0,3.6916077
338,18145000,1461140,180812,3.0,2.664675
339,19702647,1791554,158534,5.0,4.036415
340,18470434,1637577,146581,3.5,2.0885017
341,18470651,1617125,110969,4.0,2.0885017
342,19690561,1685885,102518,3.0,3.2236295
343,19802451,1840542,171177,3.0,2.0283222
344,18139551,1511797,186672,5.0,3.0017729
345,18471387,1933903,135064,3.5,3.1015189
346,19760600,1721387,149676,4.0,2.1747046
347,19801560,1363046,146566,3.5,3.1627097
348,19800683,1629250,108123,3.5,3.4719427
349,18471161,1119073,173359,3.5,3.0564327
350,17982023,1984762,165471,4.0,2.2131598
351,18444282,1544949,161084,2.0,2.0384023
352,15331542,1308054,187272,4.5,2.7761297
353,19763250,1248044,139666,3.5,3.2835371
354,19764658,1588289,102318,4.0,2.1832018
355,18448208,1303578,152180,3.0,2.0885017
356,18452640,1591231,133989,3.0,2.118391
357,10094549,1434288,163640,4.0,2.0885017
358,17303286,1999608,192595,5.0,2.6187017
359,17303170,1718968,192595,4.0,3.0460658
360,17302632,1436364,189459,4.0,1.977525
361,15397113,1304533,177077,4.0,3.062767
362,19784315,1421523,102326,5.0,3.5287447
363,19781809,1640191,167045,3.0,2.0319746
364,18443903,1472113,153306,3.0,3.5478954
365,15422190,1032974,102326,4.0,3.7608476
366,15425142,1239312,132210,4.0,3.5588646
367,18476142,1760286,144965,4.0,3.100301
368,18475463,1301209,163640,5.0,2.3238912
369,18475473,1307028,131788,3.0,2.0885017
370,13657256,1664415,160162,2.0,2.3486133
371,19807308,2007666,106084,4.0,3.1592288
372,15440569,1921293,180866,3.5,2.7761297
373,18484760,1585658,171563,3.0,2.9104576
374,3884954,1233714,184178,4.0,3.0535312
375,18484337,1024512,163384,3.0,2.3561091
376,19808061,1302662,180866,3.5,3.0198605
377,19786465,1965745,104982,3.5,2.8510756
378,19947468,1357375,166280,5.0,3.306188
379,18477806,1308085,161155,3.5,3.635766
380,19944988,1302731,180866,4.0,3.3515744
381,18377549,1001620,171563,5.0,4.109208
382,18377544,1020047,157719,3.0,2.9301062
383,19990821,1864487,137825,2.5,2.0885017
384,19987665,1411103,109378,2.0,3.7745948
385,19938276,1182719,142231,4.0,3.512229
386,19937669,1844651,104982,5.0,4.103698
387,10157778,1725814,163384,3.0,3.3365738
388,15425768,1991400,102326,3.0,3.0259252
389,19936556,2003858,100995,3.0,3.0590441
390,19943582,1508466,198899,4.0,2.8599324
391,19938598,1198252,128247,3.5,3.0707626
392,19949321,1507398,118229,4.0,4.1004114
393,18371776,1513416,171563,3.0,2.515362
394,18371781,1513416,171177,4.0,2.9767618
395,18375346,1058630,172118,3.0,3.396297
396,18376448,1690792,106465,4.0,3.0441813
397,19992917,1301733,109863,4.0,3.3638647
398,18369722,1918881,169518,3.0,2.3281274
399,18369586,2032843,169518,3.0,2.1358473
400,19973003,1795726,171177,4.0,3.6539578
401,18364999,1321896,188790,3.5,3.4224277
402,18367003,1682375,166361,3.5,2.852538
403,19970223,2032804,146581,4.0,2.246732
404,18365208,1305234,182482,3.5,2.8159316
405,19974086,1011405,160724,4.0,3.2016232
406,19968869,1603343,144882,4.0,3.0636578
407,19968582,1363380,160484,2.5,3.0388916
408,19968060,1810998,137825,4.0,3.5910888
409,19985174,1962415,165072,4.0,3.1014118
410,17293734,1572045,105824,4.0,3.6804378
411,19991699,1219179,162474,3.0,2.080382
412,18361678,1309847,109428,3.5,3.4229498
413,18359148,1690173,163640,4.0,3.0471675
414,19998182,2061391,170036,4.0,2.1232328
415,19998593,1443458,199346,4.0,3.0412993
416,19992652,1307914,105919,2.5,3.0657113
417,18359736,1648254,170036,3.5,2.534704
418,18358759,1746959,171177,4.0,2.3239567
419,18358119,1018944,171177,2.0,2.9767618
420,20032109,1437728,181331,4.0,3.7539914
421,18357824,1976995,149438,5.0,3.1159437
422,20043087,1228756,165451,4.0,2.8836956
423,18358862,1048052,171177,4.0,4.0876465
424,10153536,1704489,163384,4.5,2.0885017
425,18357505,1001988,165451,5.0,3.6804378
426,20030792,2022629,140540,4.0,2.538359
427,15335227,2022629,140540,4.0,2.538359
428,15331019,1785739,149528,3.0,1.9740119
429,20044060,1025251,189901,2.5,2.9327788
430,8869849,2056124,110736,4.0,2.8355684
431,20038043,1365112,146566,4.0,2.8817925
432,20039119,1020869,105703,3.0,3.3931859
433,17329324,1102529,117823,3.0,3.0486915
434,15382595,1430970,141732,5.0,4.070934
435,20055228,1011181,137825,4.0,2.5559797
436,20056112,1835639,143425,4.0,2.58252
437,18426027,1033583,161155,4.0,2.1936135
438,14019572,1479649,126910,3.0,3.5730143
439,18433800,1671161,185717,5.0,4.0898085
440,20055685,1359403,169716,4.0,2.9046924
441,18442329,1031562,149220,4.0,4.0898085
442,19966296,1773283,141732,3.5,2.569878
443,18431188,2058882,150609,4.0,2.894934
444,20039772,1415465,143697,4.0,3.150607
445,20040450,1707188,166029,3.0,2.9182363
446,19957255,2015145,170584,3.0,3.7539914
447,17310759,1998967,180812,4.0,2.852538
448,20039631,1778919,160162,3.5,3.934471
449,19952845,1411103,109892,3.5,3.6359153
450,47396,1292872,106023,5.0,3.8980823
451,19680898,1236959,147450,3.5,3.618166
452,19686993,1676188,165471,4.5,3.598891
453,19686456,1464149,187415,4.0,4.0898085
454,9940783,1425532,151526,3.0,4.055893
455,19661359,1048202,154400,4.0,3.4146714
456,19662684,1226337,146163,3.0,3.4307845
457,18499701,1730422,163384,3.0,2.6629267
458,19663526,1364630,132647,2.5,2.243122
459,19662720,1321543,142900,4.0,2.3486135
460,17273312,1755225,186977,4.0,3.4333417
461,18498427,1912164,171563,4.0,2.9104576
462,19660880,1302777,118229,4.0,3.3976846
463,19678328,1258045,147872,4.0,3.0603647
464,19678230,1591937,137825,4.0,3.6855998
465,19680009,1459577,173576,3.5,1.9452046
466,19674204,1302772,102338,4.5,3.1731882
467,17275222,1223952,151796,3.0,3.1033537
468,18498710,1189278,109891,4.5,4.14536
469,9948107,1607501,163640,4.0,2.5343506
470,19685153,1228837,181331,4.5,3.6305592
471,9947754,1745646,163640,4.0,3.6484053
472,18388024,1302370,109863,2.5,3.3638647
473,19672611,1058727,148950,4.0,4.0568023
474,19675850,1529140,171177,1.0,1.681294
475,17322898,1266019,126576,3.5,3.4359848
476,18384946,1257626,128581,3.5,2.8076794
477,19583659,1909531,173712,3.0,2.0578496
478,18490587,1921710,171563,2.0,2.8209193
479,19665403,1903492,143425,4.0,3.2104826
480,20919832,1278306,161253,4.5,3.0388916
481,15269119,1435945,180866,3.5,2.2728658
482,18489472,1637714,102518,3.5,2.837729
483,18489215,1878362,166029,3.0,2.3082678
484,18488270,1889147,160004,2.0,2.0885017
485,19659053,1301751,170217,4.0,2.8590598
486,19669380,1897586,140540,4.0,2.8482125
487,19658844,1319397,100985,4.0,3.4759626
488,19658235,1779638,160775,4.0,2.1019874
489,19658627,1613870,181331,4.0,4.0898085
490,19657313,1355933,150943,2.0,2.0885017
491,1485127,1608195,150259,3.5,3.0388916
492,1213769,1783462,135715,4.0,3.1512802
493,19657144,1867503,150458,3.0,3.5601134
494,19670456,1302705,148804,3.5,2.1819057
495,19642040,1503752,137482,2.5,3.404222
496,18397825,1431471,163384,3.0,2.6629267
497,18390737,1255439,149438,4.0,3.4769194
498,18391078,1891397,106249,4.0,3.6284747
499,19643103,1891397,197887,5.0,3.488852
500,19647739,1811020,177714,2.5,3.4312906
501,15408478,1992779,141522,4.0,2.0415986
502,15411086,1233140,102326,4.5,2.8714714
503,19653924,1623354,161320,4.0,2.8771873
504,19653787,1765827,160484,4.0,2.6646748
505,17606962,1078604,197337,3.5,2.8932238
506,17606820,1078605,197337,3.0,3.4273443
507,19977206,1518885,137362,5.0,4.0898857
508,19980687,1637714,165544,4.0,2.8360333
509,220628,1604832,135122,3.0,2.0813272
510,19979492,1981876,145751,4.0,3.1501362
511,19983045,1783678,105414,3.5,3.1038384
512,18390034,1266019,108739,4.0,2.4731793
513,15191242,1058761,180812,5.0,4.0898085
514,18389042,1925750,182482,4.0,2.7904675
515,19645784,1253874,160742,1.0,3.4283993
516,19977420,1502959,102338,4.0,3.091259
517,18379238,1506615,171563,3.0,4.109208
518,19638596,1219113,166417,3.5,2.8826632
519,9929668,1597381,163384,3.5,2.8816702
520,18386502,1860160,120271,4.0,3.1136174
521,19634398,1621292,150933,4.0,2.665293
522,18386265,1608902,163640,4.0,1.9524455
523,18388317,1938039,174006,3.5,3.118412
524,15243186,1929832,102326,4.0,4.00572
525,17692508,1637014,180812,4.0,3.0388913
526,19634998,1797274,180866,2.0,4.0270185
527,19651793,1445891,137482,3.0,2.0885017
528,18396716,1436565,107132,4.0,3.2167654
529,19652496,1017279,134696,4.0,3.0830832
530,19651101,1576842,101407,3.0,2.3463802
531,19650078,1703452,143425,3.0,2.8435743
532,18383061,1896309,185717,3.0,2.6646748
533,18383048,1627567,187961,4.0,2.8558204
534,10117102,1718462,163640,4.0,3.0471675
535,18382129,1757799,171563,4.0,2.8209193
536,19626306,1701163,166574,2.0,1.9910572
537,17693810,1511110,180214,4.0,2.7894318
538,17691777,1559116,102318,3.0,2.1832018
539,18622864,1791602,182482,4.5,2.8159316
540,19631203,1302334,110262,4.5,3.1678224
541,19651484,1541526,108963,4.0,2.1815715
542,19639238,1101939,197222,4.0,2.9488916
543,19640353,1685885,171177,2.0,3.0793009
544,19645115,1363805,165469,3.5,2.9064722
545,19644104,1392838,125981,3.0,2.0885017
546,17671185,1365635,102318,5.0,2.1832018
547,17668033,1058601,180214,4.5,3.0291936
548,19670709,1301732,200292,3.5,3.4455006
549,19659536,1237569,110181,4.0,2.8068666
550,19582014,1493442,109892,3.5,2.0215023
551,18698916,1360498,119757,4.0,2.8855371
552,19667715,1962344,105441,4.0,3.1579752
553,19665026,1876060,131133,4.0,3.3589337
554,18617441,1740076,126758,3.0,2.0885017
555,10067865,1585973,163640,4.0,2.842123
556,18626268,1825300,107132,4.0,4.1809464
557,19674783,1982637,137482,3.0,2.0885017
558,19675051,2004385,137362,3.0,3.12465
559,18689391,1303045,137482,4.5,2.58131
560,18687430,1518987,171563,4.0,2.2358253
561,18687117,1943991,171563,3.0,2.0885017
562,18636361,1771829,107132,4.0,4.1809464
563,19681206,1455752,102338,5.0,3.2182944
564,13603401,1362169,126910,3.0,3.5730143
565,18636993,1825743,182482,5.0,3.4699025
566,19960478,1248044,102338,4.0,3.1731882
567,19964627,1930389,100995,4.0,2.0885017
568,19965543,1495628,102326,5.0,2.8714714
569,10064685,1080928,142354,4.0,3.5168886
570,19966782,1027132,186320,4.0,2.842123
571,18588719,1961452,163640,4.0,3.0471675
572,18590783,1799538,182482,5.0,4.084647
573,20055453,1817914,166043,4.0,2.1114476
574,20053754,1361825,130753,3.0,2.2742016
575,20043458,1233607,146405,2.5,3.3952649
576,18586344,1484508,185557,5.0,4.044628
577,16134741,1527829,140540,1.0,4.0903845
578,16116797,1253931,102326,4.0,3.0259252
579,18613578,1934523,120891,3.5,3.5563922
580,18610219,1942876,188790,3.5,2.8519595
581,19975253,1058757,167345,3.0,3.113112
582,19972004,1620687,137362,3.0,3.0737934
583,18604905,1571775,120271,4.5,3.1136174
584,20788094,1465550,105937,4.5,2.2391105
585,13807804,1304571,131272,3.0,2.8180032
586,19948475,1493442,109428,3.0,2.050806
587,19942759,1075839,102518,3.5,2.837729
588,17582517,1686581,180214,5.0,3.0291936
589,19943128,1685099,137482,4.0,2.58131
590,19944186,1228984,187496,2.5,2.6082504
591,18793267,1714949,171177,3.0,2.3239567
592,17583480,2052190,180214,5.0,2.0885017
593,18825127,1714949,171563,3.0,2.2358253
594,19987207,1996281,137482,4.0,3.404222
595,17576930,1365643,180214,4.0,2.0885017
596,19944728,1302706,160775,4.5,2.0885017
597,18790995,1779062,144304,5.0,2.0885017
598,17576782,1420970,144965,5.0,3.512229
599,17576875,1901308,117823,3.5,2.1710055
600,19947972,1827199,126303,4.0,2.2659469
601,19806911,1538588,105414,3.5,3.4128385
602,18791799,1821032,163640,4.0,2.3238912
603,19805157,1684482,188388,5.0,2.8738556
604,17602458,1684482,188388,5.0,2.8738556
605,17602329,2051569,180866,4.0,4.0270185
606,19795196,1800673,198539,3.0,3.0815349
607,19781886,1762898,199117,3.5,2.3794308
608,18827964,1228889,150212,4.0,2.4911776
609,10064434,1753677,130154,4.0,2.1990335
610,19760167,1003517,102338,3.5,3.9050732
611,18829106,1762502,137825,4.0,3.9415941
